a,b,c,receive_pell,receive_pell1,receive_pell2,receive_pell3,receive_pell4,receive_pell5,receive_pell6,receive_pell7,receive_pell8,receive_pell9,receive_pell10,receive_pell11,receive_pell12,receive_pell13,receive_pell14,receive_pell15,receive_pell16,receive_pell17,receive_pell18,receive_pell19,receive_pell20,receive_pell21,pell_avg,pell_avg1,pell_avg2,pell_avg3,pell_avg4,pell_avg5,pell_avg6,pell_avg7,pell_avg8,pell_avg9,pell_avg10,pell_avg11,pell_avg12,pell_avg13,pell_avg14,pell_avg15,pell_avg16,pell_avg17,pell_avg18,pell_avg19,pell_avg20,pell_avg21,pell_cost_1year,pell_cost_10year,receive_pell_baseline,receive_pell1_baseline,receive_pell2_baseline,receive_pell3_baseline,receive_pell4_baseline,receive_pell5_baseline,receive_pell6_baseline,receive_pell7_baseline,receive_pell8_baseline,receive_pell9_baseline,receive_pell10_baseline,receive_pell11_baseline,receive_pell12_baseline,receive_pell13_baseline,receive_pell14_baseline,receive_pell15_baseline,receive_pell16_baseline,receive_pell17_baseline,receive_pell18_baseline,receive_pell19_baseline,receive_pell20_baseline,receive_pell21_baseline,pell_avg_baseline,pell_avg1_baseline,pell_avg2_baseline,pell_avg3_baseline,pell_avg4_baseline,pell_avg5_baseline,pell_avg6_baseline,pell_avg7_baseline,pell_avg8_baseline,pell_avg9_baseline,pell_avg10_baseline,pell_avg11_baseline,pell_avg12_baseline,pell_avg13_baseline,pell_avg14_baseline,pell_avg15_baseline,pell_avg16_baseline,pell_avg17_baseline,pell_avg18_baseline,pell_avg19_baseline,pell_avg20_baseline,pell_avg21_baseline,pell_cost_1year_baseline,pell_cost_10year_baseline
9000,0,1.5,0.26054367,0.63361567,0.16199423,0.001164755,0,0.28438619,0.29215539,0.27798173,0.19503483,0.16710822,0.16689983,0.40955833,0.30271569,0.21887864,0.26122534,0.2348419,0.24389225,0.24194062,0.52431875,0.030830102,0.15633455,0.53766781,921.98639,3186.2837,284.18036,1.6565298,0,1051.804,1190.9894,1153.5345,717.44196,583.92633,742.71527,1479.6812,1095.8909,938.15845,1218.6519,1123.3623,943.21448,802.69617,2083.8127,131.61064,610.41016,2104.6208,19.40947155,194.09471,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,0,2,0.31465113,0.71703857,0.31652123,0.008244796,0,0.32580039,0.34572849,0.31850424,0.24399073,0.17992282,0.21218449,0.41884392,0.3948738,0.2474249,0.32926202,0.303285,0.30565521,0.2901485,0.60135883,0.036490284,0.20249604,0.62836748,1239.9341,3421.0208,745.57184,11.938168,0,1397.0809,1470.7876,1301.0804,933.49146,718.26996,824.77136,1633.9413,1368.9067,1114.7777,1264.2623,1423.3571,1179.2208,1039.7502,2386.3298,165.83923,882.65424,2619.2742,23.83936561,238.39366,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,0,2.5,0.36802837,0.69519061,0.46621037,0.051042959,5.71971E-05,0.33009726,0.44107535,0.37025726,0.26932135,0.21116209,0.27289423,0.52314454,0.40226766,0.24194586,0.3965548,0.36473247,0.36937255,0.35799974,0.62412751,0.041346874,0.25615886,0.72861224,1382.5891,4115.9927,1435.7068,63.103313,0.075988665,1589.0544,1908.2863,1450.6736,1159.6715,992.69702,1169.5281,1920.4396,1660.7166,1306.7975,1603.442,1734.0642,1366.3647,1194.1979,2798.7207,186.69225,1063.1008,3322.8396,28.24497181,282.44971,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,0,3,0.39291233,0.64686483,0.58148766,0.14397426,0.001131343,0.37188995,0.4798319,0.42877978,0.31228659,0.27689183,0.33272806,0.54073256,0.43677625,0.28739682,0.44002673,0.42972118,0.42781472,0.33048874,0.67822951,0.041121349,0.28501877,0.68382007,1606.6613,4376.7598,1842.088,198.81995,1.1957176,1544.5021,1814.6664,1730.9637,1228.7657,997.37482,1352.2645,2434.812,1855.7767,1295.4344,1666.2412,1858.4736,1598.9753,1440.4489,3042.4158,177.608,1209.6256,2970.7917,31.85766117,318.5766,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,0,3.5,0.40699401,0.76867205,0.6238808,0.2536073,0.00468546,0.42161345,0.45267057,0.45120105,0.35962585,0.27276033,0.31781581,0.54303777,0.43110529,0.30565459,0.39414236,0.44293836,0.40262267,0.40994278,0.69774383,0.041489549,0.36952302,0.63646829,1645.4967,4244.2207,2327.4861,487.3844,5.7504878,1841.1398,2150.1643,1854.0349,1326.0546,1110.465,1549.1729,2368.863,2312.3472,1402.2977,2113.0857,2159.655,1765.6356,1376.0238,2848.457,195.81738,1358.6853,3502.8264,34.19429512,341.94296,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,0.5,1,0.17445236,0.53052551,0.019150246,0,0,0.19430292,0.25939199,0.20161749,0.12295134,0.11121979,0.12071643,0.29764527,0.226816,0.15408607,0.21322592,0.19674428,0.16858013,0.16307424,0.36487284,0.023504259,0.11695612,0.41734883,861.47858,3149.9048,41.087933,0,0,1089.785,1144.939,1106.5734,661.05969,645.90741,725.87219,1524.8112,1115.8246,815.95081,1106.2485,1021.3239,886.02594,816.82532,2036.7351,134.52649,629.86084,2374.8738,18.40172733,184.01727,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,0.5,1.5,0.26481649,0.67394435,0.18120265,0.001048749,0,0.26709718,0.29795408,0.27545387,0.1776319,0.16812307,0.17539041,0.38659427,0.30165678,0.19176783,0.25770777,0.25584066,0.23213753,0.25881037,0.52092725,0.031939793,0.1689409,0.61362123,1089.5332,3643.6536,393.2193,2.4513991,0,1207.9082,1587.0366,1418.0686,857.89825,765.06458,830.78632,1806.6166,1613.3873,1011.6473,1275.9319,1265.4701,1210.4091,1069.6595,2251.3557,150.10086,819.8905,3173.7339,24.63529283,246.35294,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,0.5,2,0.28668988,0.7817868,0.34905642,0.009373081,2.11723E-05,0.33883804,0.37309679,0.37792382,0.23092009,0.21441685,0.25605309,0.40932381,0.34930548,0.22624919,0.34454161,0.35000202,0.31982768,0.26935273,0.58295989,0.035991404,0.20488027,0.62458652,1422.0889,4533.0591,972.94812,18.985228,0.018572852,1371.5632,1933.406,1587.8696,1220.3601,985.80878,1147.2101,2277.8979,1654.2603,1207.4686,1750.0886,1673.4077,1421.0773,1148.5234,2908.6367,184.29469,933.23846,3328.5208,29.52542077,295.25421,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,0.5,2.5,0.35871994,0.64468533,0.46337536,0.056161352,9.7918E-05,0.33344927,0.42346039,0.38264546,0.30047899,0.23029231,0.28062239,0.48002866,0.39613459,0.28598371,0.37746769,0.36728776,0.31404111,0.36289349,0.68746144,0.039126098,0.23961075,0.70753914,1692.8232,4275.6953,1738.8566,84.184914,0.14188758,1771.2518,2037.1232,1923.3037,1311.4241,1172.0472,1347.3635,2436.6619,1898.0507,1454.9576,1968.2566,1840.2703,1834.2318,1517.6917,2989.5256,180.08231,1228.197,3441.05,34.77098331,347.70984,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,0.5,3,0.39981541,0.77977705,0.57319164,0.15048644,0.001218349,0.43035048,0.42064375,0.45609134,0.32807752,0.26945046,0.30910194,0.55695969,0.48647782,0.26446,0.43945915,0.4345586,0.38947639,0.33934292,0.65843219,0.040205777,0.32074279,0.65521824,1961.4478,4953.9272,2017.7329,274.12366,1.5655723,1869.9954,2201.4587,2083.9075,1542.6226,1353.7079,1318.9177,2756.8955,2394.6035,1502.979,1891.3668,1957.5695,1974.7572,1499.937,3606.4546,218.66415,1234.4165,4044.1067,34.35433806,343.54337,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,0.5,3.5,0.43976259,0.77438778,0.61152893,0.2498561,0.004485813,0.44506055,0.4995409,0.4934859,0.33045024,0.27406096,0.36758062,0.57757044,0.46504301,0.32775438,0.43176883,0.49321255,0.4669801,0.35998729,0.7465995,0.043964863,0.31545979,0.70822293,2142.2087,5002.8882,2408.075,566.16858,6.3246017,1882.7065,2362.7168,2214.5657,1623.5354,1279.5005,1720.5106,2962.5703,2219.5972,1554.5569,2013.4686,2331.2573,2255.7842,1755.0601,3741.469,220.8261,1641.584,4182.2622,38.91092261,389.10922,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,1,1,0.56736398,0.67911875,0.60450912,0.59750295,0.53699142,0.42497352,0.49665189,0.61701673,0.59133822,0.54492164,0.5785377,0.67925131,0.50657415,0.42757955,0.55553335,0.667983,0.7521264,0.47932044,0.77204782,0.047939785,0.56176388,0.64549071,3692.0615,5258.6611,4562.895,4026.4014,4166.3228,2973.0027,3384.2302,3866.2371,3500.2063,3657.9983,3557.6069,4090.8093,3744.1377,2624.522,3659.1289,4549.8813,5349.5234,2582.1289,4847.7124,296.19992,3818.4324,4614.3481,79.37723157,793.77234,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,1,1.5,0.24572664,0.69926709,0.17861427,0.001202588,0,0.292485,0.31088084,0.29046798,0.18235852,0.16723242,0.19245133,0.4301846,0.31469876,0.20672028,0.27249959,0.26649848,0.2245937,0.22793463,0.50763965,0.034538768,0.17896493,0.59587204,1570.7496,4443.7842,758.51685,4.6253123,0,1599.2605,2118.5654,1771.4222,1158.3333,922.34515,1134.7266,2443.0728,1842.6027,1417.4469,1824.387,1674.8309,1528.0658,1393.8298,2838.3911,184.78905,926.47656,3276.002,30.99365337,309.93652,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,1,2,0.3311519,0.76247674,0.33328399,0.013870191,2.11038E-05,0.36181211,0.39848927,0.36687261,0.2623699,0.20343642,0.22361147,0.4518424,0.37914738,0.2633127,0.321156,0.35608518,0.28826502,0.29387268,0.63678688,0.034635544,0.20991743,0.60054725,1654.3508,4747.5161,1620.5927,29.412525,0.019104654,1816.0389,2003.1942,2097.1509,1301.1541,1107.8932,1327.1279,2457.7527,2279.4246,1666.6221,2088.7803,2158.7095,1680.8167,1450.3873,3201.3579,212.60817,1088.757,4160.7485,32.71384016,327.1384,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,1,2.5,0.35605037,0.73925167,0.53488255,0.056155715,0.000126774,0.35777846,0.40075341,0.41457582,0.30288205,0.25707868,0.29562193,0.53682321,0.45711109,0.28063953,0.37036911,0.38988325,0.33897671,0.31972432,0.58861214,0.041800931,0.29094335,0.66730803,1704.8026,5101.4937,2200.9895,110.51003,0.18587211,2074.9165,2197.5613,2160.1553,1422.9894,1236.7384,1432.1411,2936.2029,2554.0957,1577.9895,2074.8347,2289.3928,2138.4502,1629.2274,3724.5361,227.70818,1331.3048,4325.6348,33.04819583,330.48196,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,1,3,0.40359226,0.73395723,0.57015282,0.13913453,0.001170083,0.39302859,0.43051928,0.4590342,0.32643205,0.25960168,0.31994739,0.48121747,0.45173663,0.28512233,0.37464067,0.42381147,0.39355329,0.33889857,0.67535442,0.043027475,0.29393861,0.60954446,2213.0525,4928.2354,2718.5378,341.26321,1.8321939,1951.9425,2365.4419,2346.6006,1811.4645,1480.3735,1703.205,3022.7368,2266.4241,1716.2986,2311.5708,2626.2949,2202.5742,1715.04,3524.0955,235.09201,1413.4315,4009.845,40.9387735,409.38773,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,1,3.5,0.40835181,0.67115831,0.64300191,0.24566573,0.005400581,0.39559367,0.43776244,0.51811182,0.37807384,0.30518329,0.38958076,0.54088867,0.45771703,0.32917526,0.46179953,0.44048017,0.44458535,0.35775924,0.67327756,0.040811956,0.33074188,0.64978284,2110.9983,4736.0405,3471.2966,637.71521,7.7504692,2005.8944,2644.5403,2402.4165,1962.0743,1511.8878,1671.5477,2752.9763,2447.5642,1886.5767,2384.1567,2798.4304,2520.3657,1887.1902,3887.6553,247.46519,1566.3162,4215.9243,45.18693242,451.86932,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,1.5,1.5,0.50581849,0.76497996,0.6774627,0.54681194,0.49662578,0.48497525,0.52111101,0.62235332,0.49397898,0.46651947,0.51620489,0.60195339,0.59829235,0.42775124,0.49514753,0.72702235,0.62291038,0.46329194,0.69916284,0.047650166,0.47992176,0.63950306,3493.9751,5610.478,4621.5967,4416.0303,4458.5532,2837.1589,3326.9885,3932.311,3903.1848,3445.2407,3536.1687,4150.3384,3724.7898,2598.8345,3587.4827,5277.0659,5679.874,2670.218,4653.4692,297.28604,3667.8645,4501.9248,72.38341335,723.83411,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,1.5,2,0.32995045,0.71415293,0.4100785,0.013143814,2.19093E-05,0.32783988,0.42233804,0.37919462,0.24589819,0.20051433,0.2585015,0.45108676,0.35840544,0.26066869,0.35119051,0.30168602,0.31004074,0.30859986,0.65077507,0.039863836,0.23441635,0.61100221,1992.4249,4771.6567,2351.2244,46.759052,0.029761774,1898.9324,2514.873,1959.2599,1421.5229,1368.2417,1470.46,2899.9055,2349.3489,1544.4983,2107.2148,2087.5713,2211.6606,1741.8943,3826.0129,247.58498,1378.0302,4165.1191,38.68821749,386.88217,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,1.5,2.5,0.34005147,0.73711628,0.47944799,0.067977712,0.000146399,0.3663626,0.44971666,0.37800834,0.28211546,0.26127854,0.26912704,0.48095194,0.42436007,0.28571445,0.36940071,0.36269596,0.37153828,0.3110415,0.58411783,0.042004701,0.25620398,0.7108748,2173.561,4815.0547,2859.4187,177.12871,0.28589475,2202.6567,2586.9509,2439.8762,1581.6072,1464.7343,1670.8954,2655.1299,2815.3364,1714.283,2546.2166,2569.2927,2072.8225,1833.1245,3472.0398,229.50752,1580.8766,4107.7456,42.38410304,423.84103,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,1.5,3,0.39047709,0.64970315,0.60537326,0.1564216,0.001601488,0.43786091,0.45606381,0.42183417,0.34583575,0.25846153,0.34355146,0.57437158,0.49670893,0.28409705,0.45195782,0.46058127,0.4288705,0.37316439,0.60514605,0.041694704,0.30550778,0.62949342,1998.7557,5452.9546,3361.6946,457.88354,2.5627739,2359.6333,2948.7942,2350.4377,1866.9473,1478.6243,1894.9202,2813.6768,2929.7371,1916.8744,2591.7871,2835.457,2454.1038,1840.0848,3790.7737,273.28238,1723.8527,4632.3867,46.15707308,461.57074,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,1.5,3.5,0.39824009,0.75194657,0.58693379,0.2551395,0.005577211,0.40521938,0.49087921,0.45816484,0.32564396,0.28547364,0.3500976,0.55180246,0.43821174,0.34922567,0.42681691,0.47881618,0.47312903,0.4158611,0.71724027,0.044167869,0.3272855,0.73827636,2159.623,5268.8594,3579.2947,808.02972,10.209682,2367.9563,3003.0398,2485.6616,1870.2921,1598.5891,1857.3658,3202.9739,2747.8398,1914.6514,2556.6846,2847.5725,2666.3967,1998.0538,3678.0986,276.11548,1964.1436,4607.498,45.04551438,450.45514,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,2,2,0.56646526,0.65757763,0.58508766,0.55975789,0.52767932,0.49679646,0.53112179,0.603719,0.56318593,0.56228632,0.49502081,0.58008641,0.520805,0.39514652,0.49391627,0.60395163,0.752823,0.51410806,0.77096289,0.050183777,0.51036412,0.67385542,3953.3196,5378.1025,4831.4922,4139.147,3900.7383,2982.6555,3289.0032,3900.5774,4053.0393,3421.4988,3984.1563,4151.2598,3296.937,2769.1675,3718.1921,5183.6582,5428.4341,2821.6023,5173.1641,304.66855,3400.5488,4074.2837,78.31477352,783.14771,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
9000,2,2.5,0.37673846,0.69649971,0.49368733,0.071211755,0.000143182,0.40910992,0.46115094,0.41413859,0.26547006,0.22414151,0.29085699,0.53887647,0.46750075,0.26196402,0.39740083,0.36360368,0.35810208,0.35404682,0.65299267,0.040436532,0.25260219,0.70120227,2278.082,5201.3613,3560.9482,294.87622,0.44964457,2013.4968,2804.9111,2808.4993,1775.3896,1515.1616,1841.5323,2841.8835,2568.8516,1871.3011,2360.4153,2465.3518,2294.1331,1818.105,3705.0806,242.18199,1796.6021,3902.6694,45.99523418,459.95233,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
